0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.611311233965971950e-08,1.663798933811722497e-05,7.611311441990593411e-08,7.496902640842611186e-05
1.526000216756277836e-07,3.327643094894505206e-05,1.518516288667154016e-07,1.499385038220225268e-04
2.298345345049598529e-07,4.991577348909046456e-05,2.268409296670276926e-07,2.249088793992098738e-04
3.081904781429911216e-07,6.655646564025830306e-05,3.007063824155490721e-07,2.998806003226243836e-04
3.880417100373944747e-07,8.319895612183940154e-05,3.730733227275217054e-07,3.748541138112868238e-04
4.697621279335975758e-07,9.984369370338726745e-05,4.435670461290975344e-07,4.498298671325947923e-04
5.537256800192585334e-07,1.164911272171445945e-04,5.118127979694631523e-07,5.248083076143995364e-04
6.403063742541516765e-07,1.331417055705701549e-04,5.774357641568239158e-07,5.997898826571221829e-04
7.298782904437552795e-07,1.497958777588429707e-04,6.400610591194195808e-07,6.747750397457429007e-04
8.228155880635784934e-07,1.664540928774396419e-04,6.993137180647892529e-07,7.497642264619935664e-04
1.200674700810350829e-06,2.486449280071509555e-04,1.073435139282302586e-06,1.120105037506125521e-03
1.584099930426953695e-06,3.308418547539598983e-04,1.441977523643947282e-06,1.490451835132486228e-03
1.974931318976149812e-06,4.130468575467890341e-04,1.803096526835435204e-06,1.860806567140093574e-03
2.375009087387424989e-06,4.952619210388617020e-04,2.154947632423130964e-06,2.231171181510918818e-03
2.786173678678454883e-06,5.774890301627695665e-04,2.495686110443620695e-06,2.601547626454454778e-03
3.210265803101772843e-06,6.597301701857400400e-04,2.823466974051414475e-06,2.971937850452710875e-03
3.649126481839544071e-06,7.419873267646708188e-04,3.136444937632569295e-06,3.342343802304736326e-03
4.104597090900328982e-06,8.242624860013653219e-04,3.432774374718847201e-06,3.712767431171529967e-03
4.578519404233522703e-06,9.065576344977511070e-04,3.710609276695376647e-06,4.083210686620849898e-03
5.072735639182526226e-06,9.888747594110223939e-04,3.968103209142888804e-06,4.453675518671950696e-03
5.593078444130354155e-06,1.100977228425921136e-03,4.473640156449339344e-06,4.958879034285996155e-03
6.138026817732781451e-06,1.213105025509239598e-03,4.954512341521730303e-06,5.464107217745475462e-03
6.710086652055890409e-06,1.325260713144518028e-03,5.408207914524343745e-06,5.969362562543144637e-03
7.311764452900914656e-06,1.437446854589984058e-03,5.832214447756109290e-06,6.474647562743207976e-03
7.945567397442866939e-06,1.549666013949795203e-03,6.224018881418178711e-06,6.979964713033716232e-03
8.614003389710469570e-06,1.661920756245254460e-03,6.581107471567665465e-06,7.485316508778834706e-03
9.319581117962750881e-06,1.774213647486156016e-03,6.900965736162408282e-06,7.990705446071366333e-03
1.006481011148958813e-05,1.886547254742036630e-03,7.181078401692174627e-06,8.496134021785046661e-03
1.085220079906169966e-05,1.998924146213556033e-03,7.418929348150129362e-06,9.001604733627044386e-03
1.168426456435276623e-05,2.111346891303913544e-03,7.612001557074643678e-06,9.507120080190447145e-03
1.247047459738202323e-05,2.284168289722249279e-03,8.408646054174120154e-06,1.028642075583410982e-02
1.330756139825304455e-05,2.457036305635822322e-03,9.154283912015922362e-06,1.106576591927077406e-02
1.419937522627342358e-05,2.629954435803281369e-03,9.845055369675212496e-06,1.184515890143344324e-02
1.514976742929609614e-05,2.802926178381863823e-03,1.047709969176323160e-05,1.262460303405113851e-02
1.616259051859383084e-05,2.975955033025174355e-03,1.104655510180026732e-05,1.340410164970409074e-02
1.724169824874726011e-05,3.149044500980965628e-03,1.154955871053052370e-05,1.418365808187890473e-02
1.839094569316154529e-05,3.322198085189044352e-03,1.198224644867718522e-05,1.496327566502393160e-02
1.961418932324615592e-05,3.495419290379188186e-03,1.234075299600174386e-05,1.574295773460439654e-02
2.091528708711318197e-05,3.668711623169120754e-03,1.262121171087209653e-05,1.652270762715780245e-02
2.229809848740957529e-05,3.842078592162648416e-03,1.281975456072160090e-05,1.730252868034933347e-02
2.317195983439358488e-05,4.043289102706607366e-03,1.379216077114009836e-05,1.821102407847586743e-02
2.413573462344397393e-05,4.244576963592369863e-03,1.467441930861548697e-05,1.911959238211842493e-02
2.519389860786939718e-05,4.445945994831043691e-03,1.546204388607724908e-05,2.002823718019369759e-02
2.635092929468595200e-05,4.647400018712114639e-03,1.615054669416241600e-05,2.093696206271396590e-02
2.761130602971832457e-05,4.848942859910976809e-03,1.673543832733140641e-05,2.184577062083808627e-02
2.897951008311100827e-05,5.050578345596676288e-03,1.721222770959570362e-05,2.275466644692282839e-02
3.046002473818585122e-05,5.252310305539601050e-03,1.757642201688310829e-05,2.366365313457391775e-02
3.205733537717450615e-05,5.454142572219483967e-03,1.782352660259635296e-05,2.457273427869762980e-02
3.377592957048512875e-05,5.656078980933291339e-03,1.794904491961717659e-05,2.548191347555190528e-02
3.562029716506115483e-05,5.858123369903433207e-03,1.794847844326417859e-05,2.639119432279798949e-02
3.667438868912703531e-05,6.116374959116978489e-03,1.926969194526828607e-05,2.755918961733908046e-02
3.786405419120512098e-05,6.374728401620904580e-03,2.045496269122096136e-05,2.872727805617226321e-02
3.919501928171519473e-05,6.633187951601112603e-03,2.149855206064951718e-05,2.989546350559281473e-02
4.067301183083515498e-05,6.891757866278218521e-03,2.239471962104734828e-05,3.106374983276838364e-02
4.230376206304263867e-05,7.150442406030146913e-03,2.313772305184625311e-05,3.223214090577338625e-02
4.409300265701492061e-05,7.409245834514806284e-03,2.372181806299965062e-05,3.340064059362329169e-02
4.604646884437807442e-05,7.668172418792966460e-03,2.414125831476789951e-05,3.456925276630908039e-02
4.816989851143665946e-05,7.927226429451298198e-03,2.439029533452541230e-05,3.573798129483185537e-02
5.046903229985860289e-05,8.186412140725617473e-03,2.446317843466577145e-05,3.690683005123753663e-02
5.294961371192844195e-05,8.445733830624248609e-03,2.435415462592296749e-05,3.807580290865156258e-02
5.400280746019833642e-05,8.729570138077499819e-03,2.592224806277176712e-05,3.936320675120070361e-02
5.524919981487251243e-05,9.013541480935652328e-03,2.729661383370526100e-05,4.065073176194952675e-02
5.669507350726830453e-05,9.297652196358599519e-03,2.847095733683252248e-05,4.193838179007200462e-02
5.834671422841731478e-05,9.581906625552017581e-03,2.943898170729823219e-05,4.322616068550515223e-02
6.021041073460081205e-05,9.866309113895053301e-03,3.019438773408383243e-05,4.451407229897230006e-02
6.229245495404396712e-05,1.015086401106803614e-02,3.073087377566567158e-05,4.580212048200606872e-02
6.459914209600165489e-05,1.043557567118054766e-02,3.104213567331334860e-05,4.709030908697168366e-02
6.713677076106959473e-05,1.072044845289972341e-02,3.112186666319092886e-05,4.837864196709045633e-02
6.991164305464066654e-05,1.100548671957878727e-02,3.096375728533028426e-05,4.966712297646335567e-02
7.293006470094247427e-05,1.129069483938583730e-02,3.056149529206508668e-05,5.095575597009470437e-02
7.406625368652872566e-05,1.162733908554815232e-02,3.254796667463007810e-05,5.248743173638450304e-02
7.545897097136111578e-05,1.196413571008092709e-02,3.427718859013157950e-05,5.401923771362503179e-02
7.711564351307589806e-05,1.230108904330892011e-02,3.574172263272025273e-05,5.555117752861869068e-02
7.904370155072745904e-05,1.263820342029903926e-02,3.693412821115638186e-05,5.708325480800972157e-02
8.125057871809843646e-05,1.297548318099467704e-02,3.784696246667080470e-05,5.861547317827887210e-02
8.374371215996495241e-05,1.331293267035035983e-02,3.847278018788268937e-05,6.014783626573824704e-02
8.653054265238261018e-05,1.365055623846673540e-02,3.880413372169446692e-05,6.168034769652638166e-02
8.961851472185744343e-05,1.398835824072594547e-02,3.883357288536588788e-05,6.321301109660351636e-02
9.301507677239303845e-05,1.432634303792740260e-02,3.855364487067157345e-05,6.474583009174718351e-02
9.672768121228208290e-05,1.466451499642385144e-02,3.795689414836652753e-05,6.627880830754789843e-02
9.776911289344635979e-05,1.502292377359632988e-02,4.026331922303234346e-05,6.791761847357756510e-02
9.914150311643030384e-05,1.538151302892239169e-02,4.223786467643628239e-05,6.955657803779673187e-02
1.008527456027568926e-04,1.574028696392958115e-02,4.387263069839574063e-05,7.119569036194993428e-02
1.029107379601497776e-04,1.609924978590288394e-02,4.515971508985813565e-05,7.283495880697109237e-02
1.053233818104661995e-04,1.645840570802116834e-02,4.609121317001919655e-05,7.447438673296419287e-02
1.080985829182768473e-04,1.681775894949407574e-02,4.665921768282847021e-05,7.611397749918412392e-02
1.112442513240334779e-04,1.717731373569939338e-02,4.685581869890841512e-05,7.775373446401791233e-02
1.147683014822194886e-04,1.753707429832096834e-02,4.667310351248109653e-05,7.939366098496630775e-02
1.186786524005365253e-04,1.789704487548703787e-02,4.610315653730503218e-05,8.103376041862572765e-02
1.229832277855002717e-04,1.825722971190912522e-02,4.513805919617471630e-05,8.267403612067031338e-02
1.240122492276019668e-04,1.866367587724399382e-02,4.793219124322760160e-05,8.454177407891824703e-02
1.254511940775590389e-04,1.907030401307196338e-02,5.031525122209191188e-05,8.640964956636273953e-02
1.273089836609323791e-04,1.947711792797058097e-02,5.227831723814968659e-05,8.827766527964917009e-02
1.295945431842564102e-04,1.988412143679771718e-02,5.381246561358835404e-05,9.014582391294398422e-02
1.323168018713438460e-04,2.029131836082970208e-02,5.490877079539597882e-05,9.201412815788238830e-02
1.354846931042542532e-04,2.069871252790008234e-02,5.555830525866405507e-05,9.388258070351630791e-02
1.391071545710290125e-04,2.110630777253899582e-02,5.575213940306885882e-05,9.575118423626309550e-02
1.431931284165815230e-04,2.151410793611332681e-02,5.548134144618653698e-05,9.761994143985457117e-02
1.477515613993458227e-04,2.192211686696755174e-02,5.473697731101582591e-05,9.948885499528678511e-02
1.527914050530682294e-04,2.233033842056519544e-02,5.351011050831741621e-05,1.013579275807700436e-01
1.536353845545040194e-04,2.275387564994422324e-02,5.669283555462680901e-05,1.033191571674710735e-01
1.549784303306706262e-04,2.317761183178652928e-02,5.937513924512207868e-05,1.052805278907898018e-01
1.568298216074417886e-04,2.360155046466688028e-02,6.154775360348076489e-05,1.072420419649599138e-01
1.591988419361182517e-04,2.402569505439404451e-02,6.320140897272847897e-05,1.092037016005482641e-01
1.620947793525326743e-04,2.445004911415007975e-02,6.432683390334983594e-05,1.111655090043896510e-01
1.655269265418667633e-04,2.487461616463049890e-02,6.491475503563013684e-05,1.131274663795221874e-01
1.695045810091004861e-04,2.529939973418520935e-02,6.495589697630779497e-05,1.150895759251232831e-01
